"area","year","est","lwr","upr","log_est","se","se_natural","type"
"Coastwide",2003,5095.14049815807,2093.73918718775,12399.0881265587,8.53604252097006,0.453751036627828,3113.21957787474,"index"
"Coastwide",2004,9567.47439778585,3417.19472781619,26787.0500932166,9.16612454133974,0.525289908907398,5754.30484759363,"index"
"Coastwide",2005,1457.50154893471,548.582063461981,3872.36642725978,7.28447898095802,0.498551047778331,850.330763996507,"index"
"Coastwide",2006,3782.8669821695,1774.48178966391,8064.37275836935,8.23823746201893,0.386218194921433,2361.05800841665,"index"
"Coastwide",2007,2530.80393482749,974.992915956066,6569.24624960752,7.83629229204767,0.486673272716361,1515.16005569389,"index"
"Coastwide",2008,2415.52222822095,1099.8989702255,5304.80325282358,7.78967078627915,0.401383486209769,1501.04177536532,"index"
"Coastwide",2009,6965.50809252885,3411.16459000403,14223.3837467888,8.84872583294718,0.364249957963995,4409.81131146555,"index"
"Coastwide",2010,4022.29103093629,1726.66344783517,9369.99341581882,8.29960692747018,0.43146749213,2447.86755356217,"index"
"Coastwide",2011,3655.33531932117,1481.31945645238,9019.98298778597,8.20394311060811,0.460852660312519,2212.98106181593,"index"
"Coastwide",2012,2999.00443179473,1327.94039569975,6772.91511806526,8.00603565650541,0.41564601016058,1837.89820411486,"index"
"Coastwide",2013,4324.9672232017,1709.10952001356,10944.4955181226,8.37215984088679,0.473698538789552,2614.6464954661,"index"
"Coastwide",2014,3211.81980886042,1380.1615608443,7474.33255442763,8.0745929741345,0.430945229821863,1946.44078354241,"index"
"Coastwide",2015,3546.88011227082,1294.50692700492,9718.26281372571,8.17382365444791,0.514263788578009,2071.77436814579,"index"
"Coastwide",2016,11743.6633877132,5348.53944909241,25785.2879419853,9.37106908795316,0.401277927404693,7328.21280540052,"index"
"Coastwide",2017,6075.79449044018,2427.29246272199,15208.4181271943,8.71206803997712,0.468139386717398,3679.84036588907,"index"
"Coastwide",2018,7442.06369988715,3262.65567874224,16975.2243468513,8.91490346838178,0.42072543514653,4659.06417553799,"index"
"Coastwide",2019,1603.29615111634,450.437709347419,5706.80139526645,7.37981688359086,0.647765518221814,920.577420510271,"index"
"Coastwide",2021,5663.97027428781,2840.22412952177,11295.0801785553,8.64188038717614,0.352170828511982,3655.40427386936,"index"
"Coastwide",2022,5418.82010285601,2526.75503085436,11621.0756280509,8.59763337753509,0.389263385226796,3395.2356276028,"index"
"Coastwide",2023,7056.77700285929,2729.14297279583,18246.791085873,8.86174371107677,0.484703193046512,4256.91984748468,"index"
"Coastwide",2024,8145.16418955324,3437.44922969087,19300.2704161385,9.00517967915749,0.440158448645504,5070.90770949461,"index"
"WA",2003,116.74605853123,24.1194631512799,565.088953145053,4.76000113607532,0.804597448888188,49.7136175011874,"index"
"WA",2004,214.608217218954,40.2214191777561,1145.07861332174,5.36881412032537,0.854308785486166,89.8990682884605,"index"
"WA",2005,28.4868861145919,5.05267039948004,160.608671523327,3.34944384504929,0.882427923772718,11.6107547138522,"index"
"WA",2006,89.3612599693789,19.3412385881314,412.870910357061,4.49268725458745,0.780855023799066,37.5218284337265,"index"
"WA",2007,46.2857052630028,9.45746284706309,226.526558585303,3.83483317180187,0.810233777365626,19.5946827282158,"index"
"WA",2008,56.5078334431729,11.734956002877,272.104577099267,4.03437927355397,0.801957181804598,23.7129338273783,"index"
"WA",2009,159.244797807053,32.6153148156976,777.5152799201,5.07044262708701,0.809025411645883,65.5688593991386,"index"
"WA",2010,82.258811186602,15.9022601158458,425.506309703145,4.40987051079658,0.838489522758816,33.7755241814049,"index"
"WA",2011,71.8665529221155,13.7207189459864,376.423527749474,4.27481096764909,0.84486447632449,29.6921894155676,"index"
"WA",2012,64.6697156620917,12.5057449576636,334.420071573019,4.16929301869751,0.838334222628039,26.5421605087479,"index"
"WA",2013,106.341451622629,18.5050675457223,611.103110284083,4.66665515875065,0.892164629849528,43.8566500410698,"index"
"WA",2014,72.6160220490562,15.8170741463784,333.379398075111,4.28518558686337,0.777614078702425,30.9938565606776,"index"
"WA",2015,70.5840139685033,13.4427521228174,370.61629809043,4.25680368781879,0.846119426542788,29.3297401844705,"index"
"WA",2016,252.251785911313,46.3054230225179,1374.15791373947,5.53042773913458,0.864897860550728,102.429230615546,"index"
"WA",2017,109.191017438355,21.2237375433742,561.761483567974,4.69309880203692,0.835718699031383,45.0135466374006,"index"
"WA",2018,146.099681045645,27.0179562186904,790.034472958139,4.98428913563069,0.861131867140034,60.3643256365786,"index"
"WA",2019,28.9576436392768,4.29740083713577,195.12844086898,3.36583419816005,0.973397383700275,11.7049461812787,"index"
"WA",2021,128.784791689486,26.6216745060792,623.008239647618,4.85814272975364,0.804309174627468,53.5955024470313,"index"
"WA",2022,129.330133559406,25.0361570672819,668.085097946296,4.86236831012906,0.837794602544401,53.5394095677684,"index"
"WA",2023,122.333015264625,22.1149738366508,676.707408033788,4.80674695936639,0.87271605223255,50.1085630797726,"index"
"WA",2024,160.014403867724,30.0712549439474,851.464612729663,5.07526383535517,0.852920828304145,65.5453646086981,"index"
"OR",2003,1164.93863039317,380.934573744852,3562.50680856096,7.06042368683817,0.570314586252069,668.640231614715,"index"
"OR",2004,1772.46335696365,456.053141939882,6888.72866529444,7.48012558511144,0.692623055195555,963.245107494026,"index"
"OR",2005,377.046480190325,126.217879157582,1126.33843297607,5.93236846947798,0.558356615141797,216.456609378379,"index"
"OR",2006,870.848925020053,316.280830334012,2397.79897317105,6.76946851177392,0.516763571805773,498.496004845927,"index"
"OR",2007,562.449960941652,183.016876920624,1728.52888698603,6.3323021717956,0.572828790963736,319.035761382302,"index"
"OR",2008,510.066118461453,177.592324562964,1464.97009846894,6.23454036135737,0.538300579809725,285.675974562533,"index"
"OR",2009,1168.40639290312,398.388753977443,3426.73703850129,7.06339604200077,0.548973222540878,647.871160690737,"index"
"OR",2010,990.033905644927,362.01877514477,2707.50359269235,6.89773919066837,0.513296735594268,579.292772322633,"index"
"OR",2011,705.214009632635,217.575388154976,2285.76772216488,6.55850131650993,0.59998853198647,399.03973469948,"index"
"OR",2012,621.205414634962,197.053985806873,1958.3271335095,6.43166180764827,0.585818967021951,339.553578871165,"index"
"OR",2013,1039.63415316472,337.572214913561,3201.80134701926,6.94662415444464,0.573910901311845,578.128450156177,"index"
"OR",2014,791.197171373453,284.72269288198,2198.60580009629,6.67354720519273,0.521454227779897,452.69539424427,"index"
"OR",2015,788.513265239024,215.801058425566,2881.14050039455,6.67014922964652,0.661130654642557,424.05123000516,"index"
"OR",2016,1933.93800196361,596.557313584633,6269.50019766776,7.56731361860365,0.600081587127438,1070.28121700965,"index"
"OR",2017,1280.3657497113,401.290387610087,4085.16252481643,7.15490105805916,0.591957680524705,719.357128066538,"index"
"OR",2018,1330.06079340065,379.499751494942,4661.56224654379,7.19297992949496,0.639871955492123,726.908802572184,"index"
"OR",2019,339.683650613442,63.5084413554998,1816.84481671007,5.82801474511058,0.855547309308439,175.057797464483,"index"
"OR",2021,1250.61845029436,483.384074725503,3235.61861053207,7.13139346817834,0.484999700121763,735.324589897075,"index"
"OR",2022,1467.53756603036,597.490197161243,3604.52191172786,7.29134115003243,0.45847948221198,884.809746038479,"index"
"OR",2023,1420.0773148372,374.600421133799,5383.38844898129,7.25846659618157,0.679913861918386,761.301628698795,"index"
"OR",2024,1584.16211146618,551.25036445264,4552.5041927126,7.36781091023501,0.538592459178948,902.047540775209,"index"
"CA",2003,3813.45580923367,1486.25546883372,9784.62015039016,8.24629109355594,0.48076187795862,2394.86572875884,"index"
"CA",2004,7580.40282360326,2636.55194922801,21794.5665682473,8.93332162017995,0.538833553000699,4701.16067181114,"index"
"CA",2005,1051.96818262979,357.835619080932,3092.58496990244,6.95841814819179,0.550185840313225,622.263399904273,"index"
"CA",2006,2822.65679718006,1262.32840623267,6311.66292014684,7.94543384706898,0.410579284803042,1825.040175137,"index"
"CA",2007,1922.06826862283,690.735759085593,5348.42214356672,7.56115710847426,0.522152330120734,1176.52961158337,"index"
"CA",2008,1848.94827631633,807.012953646603,4236.1274537734,7.52237225712691,0.422983556799204,1191.65286697541,"index"
"CA",2009,5637.85690181867,2701.77903908671,11764.6298922095,8.63725929033363,0.375309729035607,3696.37129137567,"index"
"CA",2010,2949.99831410475,1174.1293406472,7411.86660783376,7.98955987784379,0.470048286540979,1834.79925705812,"index"
"CA",2011,2878.25475676642,1111.56388760805,7452.87836102287,7.96493940221163,0.485425344156413,1784.2491377009,"index"
"CA",2012,2313.12930149767,994.705730616807,5379.0452801848,7.7463565627432,0.430574043251391,1471.80246473496,"index"
"CA",2013,3178.99161841436,1191.18892856459,8483.9503353399,8.06431932435947,0.500831721975744,1992.66139526886,"index"
"CA",2014,2348.00661543791,942.975556824851,5846.53019501777,7.76132199842183,0.465458367588698,1462.75153273746,"index"
"CA",2015,2687.78283306328,941.264891108776,7674.96655399507,7.89647190710815,0.53534009595504,1618.39339795615,"index"
"CA",2016,9557.47359983827,4250.76447669687,21489.1467434551,9.16507870332121,0.413387484208767,6155.50235777533,"index"
"CA",2017,4686.23772329052,1796.30389925574,12225.5616147636,8.45238534831674,0.489243125074115,2915.46969118514,"index"
"CA",2018,5965.90322544079,2593.52548479142,13723.4052659356,8.69381574393086,0.425029403779732,3871.7910473292,"index"
"CA",2019,1234.65485686363,346.540161457243,4398.83391629641,7.11854674187697,0.648250699453671,733.814676864511,"index"
"CA",2021,4284.56703230395,2063.73500320846,8895.28676199497,8.36277478329055,0.372711978695665,2866.48418152525,"index"
"CA",2022,3821.95240326628,1641.01017365724,8901.41963000645,8.24851667136482,0.431359651143333,2456.88647199655,"index"
"CA",2023,5514.36667275747,2081.94666003068,14605.6766897046,8.61511208787798,0.496975182348384,3445.50965570612,"index"
"CA",2024,6400.9876742194,2577.21919979711,15898.004798635,8.76420758153781,0.464162260944609,4103.31480411076,"index"
"North of Point Conception",2003,4760.57113838313,1912.71074036347,11848.6486667084,8.46812292708288,0.46523618985123,2918.994379263,"index"
"North of Point Conception",2004,8738.10946075611,3052.03767188218,25017.5670017427,9.07544913641348,0.53668557638796,5297.54440124479,"index"
"North of Point Conception",2005,1363.89582350203,504.088216782691,3690.25054630114,7.21810045975499,0.507840542761171,799.149182407211,"index"
"North of Point Conception",2006,3476.06487739069,1598.77339199863,7557.68584359799,8.15365615059278,0.396264509196621,2183.65342041512,"index"
"North of Point Conception",2007,2386.76133393495,902.363189858697,6313.01202131148,7.77769263555649,0.496272153313537,1435.02042643093,"index"
