"area","year","est","lwr","upr","log_est","se","se_natural","type"
"Coastwide",2003,5372.66492775968,2394.77898041708,12053.5250484584,8.58907932655821,0.412269363669927,4172.0908566339,"index"
"Coastwide",2004,10105.5303384524,4357.41676952946,23436.3038522041,9.22083811123664,0.429193312310725,7786.99531137652,"index"
"Coastwide",2005,1820.10199280054,765.925327682618,4325.18829768902,7.50664781850095,0.441621960292481,1367.5899745169,"index"
"Coastwide",2006,5882.4961079147,2901.3974318977,11926.5840933066,8.67973645896334,0.360613098791204,4658.49231286272,"index"
"Coastwide",2007,3684.95516050874,1599.03231856686,8491.94502030461,8.2120136364378,0.42595665974311,2801.39632622287,"index"
"Coastwide",2008,2430.3339751532,1187.50470639288,4973.89458667947,7.79578396522546,0.365401850082653,1905.73918807012,"index"
"Coastwide",2009,6403.2407731133,3280.6051569486,12498.1491026483,8.76455951198429,0.341218682501048,5037.92156097187,"index"
"Coastwide",2010,5010.55738034297,2323.46617531086,10805.2725400018,8.51930244145216,0.392092434728518,3817.73076228533,"index"
"Coastwide",2011,3972.07774385807,1829.63026256526,8623.27319681063,8.28704459794886,0.395504928128905,3028.45682801788,"index"
"Coastwide",2012,4152.49249643525,1948.04669384418,8851.53009290767,8.33146403448648,0.386171167631436,3212.43924751818,"index"
"Coastwide",2013,5681.0053792997,2432.58943219243,13267.2705441068,8.64488349944978,0.43274872763428,4428.68854968922,"index"
"Coastwide",2014,5120.49407986108,2320.99187625319,11296.6615222363,8.5410062133506,0.403709615804145,3952.52590271889,"index"
"Coastwide",2015,4444.17234511358,1752.80244358828,11268.0512885636,8.39934893153624,0.474691247639788,3353.43402672134,"index"
"Coastwide",2016,10195.4387303388,5048.82890870444,20588.3330141933,9.22969571595598,0.358569915258283,7894.70909654607,"index"
"Coastwide",2017,7300.13558168051,3220.54416697227,16547.5077340794,8.89564819979696,0.417529396477471,5558.0108007906,"index"
"Coastwide",2018,10576.2251118926,4993.88133697275,22398.7175644896,9.26636384702877,0.382861697209319,8125.58538533042,"index"
"Coastwide",2019,1404.40877917722,462.959137803509,4260.34148151355,7.247371695469,0.5662006594585,1048.5175652758,"index"
"Coastwide",2021,7187.21204040826,3710.75994797681,13920.6032289837,8.88005862035983,0.33728509973629,5632.39407400589,"index"
"Coastwide",2022,6511.39811852006,3285.89979017902,12903.1036139896,8.78130947689359,0.348941960232616,5120.68578055221,"index"
"Coastwide",2023,7725.597645438,3098.07468733989,19265.1452926865,8.95229446387866,0.466211798867768,5808.65625565421,"index"
"Coastwide",2024,8568.66315101959,3935.00797774052,18658.6631109704,9.05586700771085,0.397047509862264,6578.95136282162,"index"
"WA",2003,109.432480919579,26.0185723020808,460.266141476809,4.69530774646624,0.73292017377333,52.7027785018244,"index"
"WA",2004,195.914473158941,44.1819372431918,868.736936134687,5.27767820256319,0.759892614562228,94.0766488490935,"index"
"WA",2005,29.9426847857058,6.71466406435835,133.523339899479,3.39928504717243,0.762764651741957,14.2649441179399,"index"
"WA",2006,136.462283870843,33.5767292992213,554.608960071593,4.91604826780624,0.715428973298731,66.3315343788391,"index"
"WA",2007,65.5158319239048,14.8522661198021,289.001301084855,4.18229182219625,0.757227877469416,31.3192800828953,"index"
"WA",2008,52.7436568530586,12.7353595353852,218.438539603354,3.96544351589454,0.725044535003116,25.5085846270163,"index"
"WA",2009,142.09349132375,35.3980616921281,570.386041252161,4.95648523056179,0.709109033300399,68.8318828522148,"index"
"WA",2010,90.3883075524112,21.4389844398064,381.083635986959,4.50411491779844,0.734148158646767,43.2396600731818,"index"
"WA",2011,71.9573501313542,16.8590500464441,307.12645277534,4.27607358421523,0.740414613892364,34.4298529907682,"index"
"WA",2012,82.5592887429516,19.5402241054537,348.820777129147,4.41351668666406,0.73523880153965,39.7022366005272,"index"
"WA",2013,118.649215986226,26.2134978579995,537.037694488756,4.77617137507423,0.770369722841681,57.23306611816,"index"
"WA",2014,100.37291694201,23.6113492212057,426.689824501826,4.60889241929452,0.738363018437758,48.2287053122485,"index"
"WA",2015,75.2323755628024,16.3338426440786,346.514317307594,4.32058166440712,0.779270683138935,35.8843474139849,"index"
"WA",2016,203.914689628998,49.0300631429877,848.075608738791,5.31770171828604,0.727190951477751,98.0961292119826,"index"
"WA",2017,131.045983586566,29.9200719878143,573.964187691951,4.87554828135291,0.75359482821635,62.674348988676,"index"
"WA",2018,201.202567232848,47.2418106997361,856.920436822182,5.30431219775078,0.73931607355355,96.5148960949326,"index"
"WA",2019,22.0898315289794,4.11105917795688,118.694632175351,3.0951173908289,0.85789162517909,10.5053734274748,"index"
"WA",2021,155.351895631059,38.5937257387668,625.340285608157,5.04569283808877,0.710524852212815,75.112042784988,"index"
"WA",2022,144.054192029125,35.3759296570139,586.602541399211,4.97018956231589,0.716420269819594,69.7660025055434,"index"
"WA",2023,127.662215160228,27.1158711659561,601.036974983046,4.84938783170798,0.790457700034078,60.830439983131,"index"
"WA",2024,162.340848244029,37.5795788432747,701.299796852499,5.08969812642736,0.746563381258299,77.8559535716065,"index"
